Time,steer_cmd.steer,accel_cmd.accel,brake_cmd.brake,lamp_cmd.l,lamp_cmd.r,gear_cmd.gear,mode,twist_cmd.twist.linear.x,twist_cmd.twist.linear.y,twist_cmd.twist.linear.z,twist_cmd.twist.angular.x,twist_cmd.twist.angular.y,twist_cmd.twist.angular.z,ctrl_cmd.linear_velocity,ctrl_cmd.linear_acceleration,ctrl_cmd.steering_angle,emergency,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w,twist.linear.x,twist.linear.y,twist.linear.z,twist.angular.x,twist.angular.y,twist.angular.z,sol_status.status,pos_type.type,lat,lon,hgt,undulation,datum_id,lat_stdev,lon_stdev,hgt_stdev,stn_id,diff_age,sol_age,num_svs,num_sol_svs,num_sol_l1_svs,num_sol_multi_svs,reserved,ext_sol_stat.status,galileo_beidou_sig_mask,gps_glonass_sig_mask,latitude,longitude,height,north_velocity,east_velocity,up_velocity,roll,pitch,azimuth,status.status,tm,drivemode,steeringmode,current_gear.gear,speed,drivepedal,brakepedal,angle,lamp,light,disengagement,disengagement_type,disengagement_reason
2023-10-16 07:14:50.353762560,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.913027474617134,-1.056874648220995,-0.0375828656048741,0.0,298.5700646933401,-871.9243811806664,34.54933688510209,-0.0027722778361988,-0.0126287878420456,0.9480656911162822,-0.3178116950671352,7.068326916767697,0.0,0.0,0.0043899403993642,-0.0102210160677826,-0.0941578790119022,0.0,56.0,58.37752591326616,26.731454422389653,35.740559143945575,18.799999237060547,61.0,0.0343499630689621,0.0337139889597892,0.0355781465768814,60.0,1.0,0.0,18.0,17.0,17.0,16.0,0.0,33.0,5.0,51.0,58.377532504087874,26.73145635014937,53.34033680241555,-4.353878865064948,-5.396143590628318,0.0823367768792304,-1.1321796589426942,-0.573799539803329,231.6099949692721,3.0,,1.0,1.0,4.0,25.58283748626709,224.0,9.0,-0.0348601010027158,2.0,0.0,False,,-1
2023-10-16 07:14:50.405380352,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.913027474617134,-1.056874648220995,-0.0375828656048741,0.0,298.5700646933401,-871.9243811806664,34.54933688510209,-0.0027722778361988,-0.0126287878420456,0.9480656911162822,-0.3178116950671352,7.068326916767697,0.0,0.0,0.0043899403993642,-0.0102210160677826,-0.0941578790119022,0.0,56.0,58.37752591326616,26.731454422389653,35.740559143945575,18.799999237060547,61.0,0.0343499630689621,0.0337139889597892,0.0355781465768814,60.0,1.0,0.0,18.0,17.0,17.0,16.0,0.0,33.0,5.0,51.0,58.37753172203736,26.731454500210628,53.341970175504684,-4.352820704293585,-5.415644208273894,0.083748348759677,-1.1491359689164409,-0.6302941712484543,231.7213115459463,3.0,,1.0,1.0,4.0,25.58283748626709,224.0,9.0,-0.0348601010027158,2.0,0.0,False,,-1
2023-10-16 07:14:50.405442816,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.913027474617134,-1.056874648220995,-0.0375828656048741,0.0,298.5700646933401,-871.9243811806664,34.54933688510209,-0.0027722778361988,-0.0126287878420456,0.9480656911162822,-0.3178116950671352,7.068326916767697,0.0,0.0,0.0043899403993642,-0.0102210160677826,-0.0941578790119022,0.0,56.0,58.37752591326616,26.731454422389653,35.740559143945575,18.799999237060547,61.0,0.0343499630689621,0.0337139889597892,0.0355781465768814,60.0,1.0,0.0,18.0,17.0,17.0,16.0,0.0,33.0,5.0,51.0,58.37753094034276,26.731452644815285,53.34362438879907,-4.352095398497632,-5.42776773116111,0.0806188373134881,-1.1655579148671815,-0.6804681398684352,231.8337488081605,3.0,,1.0,1.0,4.0,25.58283748626709,224.0,9.0,-0.0348601010027158,2.0,0.0,False,,-1
2023-10-16 07:14:50.406183936,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.913027474617134,-1.056874648220995,-0.0375828656048741,0.0,298.5700646933401,-871.9243811806664,34.54933688510209,-0.0027722778361988,-0.0126287878420456,0.9480656911162822,-0.3178116950671352,7.068326916767697,0.0,0.0,0.0043899403993642,-0.0102210160677826,-0.0941578790119022,0.0,56.0,58.37752591326616,26.731454422389653,35.740559143945575,18.799999237060547,61.0,0.0343499630689621,0.0337139889597892,0.0355781465768814,60.0,1.0,0.0,18.0,17.0,17.0,16.0,0.0,33.0,5.0,51.0,58.37753094034276,26.731452644815285,53.34362438879907,-4.352095398497632,-5.42776773116111,0.0806188373134881,-1.1655579148671815,-0.6804681398684352,231.8337488081605,3.0,,1.0,1.0,4.0,25.58283748626709,224.0,9.0,-0.0348601010027158,2.0,0.0,False,,-1
2023-10-16 07:14:50.417344000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.913027474617134,-1.056874648220995,-0.0375828656048741,0.0,298.5700646933401,-871.9243811806664,34.54933688510209,-0.0027722778361988,-0.0126287878420456,0.9480656911162822,-0.3178116950671352,7.068326916767697,0.0,0.0,0.0043899403993642,-0.0102210160677826,-0.0941578790119022,0.0,56.0,58.37752591326616,26.731454422389653,35.740559143945575,18.799999237060547,61.0,0.0343499630689621,0.0337139889597892,0.0355781465768814,60.0,1.0,0.0,18.0,17.0,17.0,16.0,0.0,33.0,5.0,51.0,58.37753015920173,26.73145078422292,53.34510467853397,-4.349873503479598,-5.445119335390404,0.067287795656536,-1.1883527436677952,-0.7230938748212546,231.94531827725189,3.0,,1.0,1.0,4.0,25.58283748626709,224.0,9.0,-0.0348601010027158,2.0,0.0,False,,-1
2023-10-16 07:14:50.434603776,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.913027474617134,-1.056874648220995,-0.0375828656048741,0.0,298.5700646933401,-871.9243811806664,34.54933688510209,-0.0027722778361988,-0.0126287878420456,0.9480656911162822,-0.3178116950671352,7.068326916767697,0.0,0.0,0.0043899403993642,-0.0102210160677826,-0.0941578790119022,0.0,56.0,58.37752591326616,26.731454422389653,35.740559143945575,18.799999237060547,61.0,0.0343499630689621,0.0337139889597892,0.0355781465768814,60.0,1.0,0.0,18.0,17.0,17.0,16.0,0.0,33.0,5.0,51.0,58.37752937809687,26.73144891736308,53.34656771365553,-4.348500832933471,-5.460220607068564,0.0627056713285336,-1.2210131038694143,-0.7527097895475002,232.055677967243,3.0,,1.0,1.0,4.0,25.58283748626709,224.0,9.0,-0.0348601010027158,2.0,0.0,False,,-1
2023-10-16 07:14:50.453376000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.913027474617134,-1.056874648220995,-0.0375828656048741,0.0,298.5700646933401,-871.9243811806664,34.54933688510209,-0.0027722778361988,-0.0126287878420456,0.9480656911162822,-0.3178116950671352,7.068326916767697,0.0,0.0,0.0043899403993642,-0.0102210160677826,-0.0941578790119022,0.0,56.0,58.37752591326616,26.731454422389653,35.740559143945575,18.799999237060547,61.0,0.0343499630689621,0.0337139889597892,0.0355781465768814,60.0,1.0,0.0,18.0,17.0,17.0,16.0,0.0,33.0,5.0,51.0,58.377528596932514,26.731447046212967,53.34786818921566,-4.350151041990088,-5.475921405741583,0.0567428245868133,-1.2458164820996964,-0.7756404985052447,232.1660257387612,3.0,,1.0,1.0,4.0,25.58283748626709,224.0,9.0,-0.0348601010027158,2.0,0.0,False,,-1
2023-10-16 07:14:50.473268736,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.913027474617134,-1.056874648220995,-0.0375828656048741,0.0,298.5700646933401,-871.9243811806664,34.54933688510209,-0.0027722778361988,-0.0126287878420456,0.9480656911162822,-0.3178116950671352,7.068326916767697,0.0,0.0,0.0043899403993642,-0.0102210160677826,-0.0941578790119022,0.0,56.0,58.37752591326616,26.731454422389653,35.740559143945575,18.799999237060547,61.0,0.0343499630689621,0.0337139889597892,0.0355781465768814,60.0,1.0,0.0,18.0,17.0,17.0,16.0,0.0,33.0,5.0,51.0,58.377527815630486,26.731445168521983,53.34887987468392,-4.35077374496387,-5.492282222442428,0.0402989594712634,-1.2663467966701265,-0.790531086214732,232.27716669789365,3.0,,1.0,1.0,4.0,25.58283748626709,224.0,9.0,-0.0348601010027158,2.0,0.0,False,,-1
2023-10-16 07:14:50.496816640,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.913027474617134,-1.056874648220995,-0.0375828656048741,0.0,298.5700646933401,-871.9243811806664,34.54933688510209,-0.0027722778361988,-0.0126287878420456,0.9480656911162822,-0.3178116950671352,7.068326916767697,0.0,0.0,0.0043899403993642,-0.0102210160677826,-0.0941578790119022,0.0,56.0,58.37752591326616,26.731454422389653,35.740559143945575,18.799999237060547,61.0,0.0343499630689621,0.0337139889597892,0.0355781465768814,60.0,1.0,0.0,18.0,17.0,17.0,16.0,0.0,33.0,5.0,51.0,58.377527033975305,26.731443286548423,53.34959928598255,-4.352899050958985,-5.50829685762724,0.0259366933181415,-1.2845314388572815,-0.801398651871848,232.38758986192468,3.0,,1.0,1.0,4.0,25.58283748626709,224.0,9.0,-0.0348601010027158,2.0,0.0,False,,-1
2023-10-16 07:14:50.498286848,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.913027474617134,-1.056874648220995,-0.0375828656048741,0.0,298.5700646933401,-871.9243811806664,34.54933688510209,-0.0027722778361988,-0.0126287878420456,0.9480656911162822,-0.3178116950671352,7.068326916767697,0.0,0.0,0.0043899403993642,-0.0102210160677826,-0.0941578790119022,0.0,56.0,58.37752196663726,26.73144496360919,35.744922569952905,18.799999237060547,61.0,0.0343499630689621,0.0337139889597892,0.0355781465768814,60.0,1.0,0.0,18.0,17.0,17.0,16.0,0.0,33.0,5.0,51.0,58.377527033975305,26.731443286548423,53.34959928598255,-4.352899050958985,-5.50829685762724,0.0259366933181415,-1.2845314388572815,-0.801398651871848,232.38758986192468,3.0,,1.0,1.0,4.0,25.58283748626709,224.0,9.0,-0.0348601010027158,2.0,0.0,False,,-1